Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,1015.598903,1321.285227,1721.800274,2272.526349,3738.263917,3522.794527,3596.443868,3526.68113,3675.05444,3862.731795,4791.877285,5690.998656,6504.760261,6860.851027,8234.977443,8285.164419,9659.716206,8995.385465,9920.796412,12344.16553,12243.20487,11427.63369,13481.23504,12429.51639,11359.15178,11981.18978,13328.39982,17068.42311,19696.56942,20796.30728,22245.88201,25815.74632,30858.81974,28317.28079,26880.73529,29341.80845,25153.29732,23796.79817,22744.4646,20028.36278,20331.4779,22234.69469,26327.56224,
Czech Republic,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3095.472362,3625.622491,4496.759838,5040.879842,4582.579922,4932.07018,4758.215498,4508.019092,4926.757332,5968.409205,7290.51903,8608.906607,9979.214321,11196.94838,13503.48744,16506.56674,14036.10678,14047.23332,15388.47238,14256.00686,14326.04027,14117.66463,12752.36057,13355.25137,15002.48837,,
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2423.462556,2785.350757,3317.922562,4399.982867,4878.151354,5355.685328,5718.578876,6612.491862,8196.078058,9697.656183,10368.94517,8632.348242,8330.484281,8314.652865,7882.519578,7990.128151,11371.69989,14166.89081,15318.38562,15233.27576,19037.89079,19850.13136,22369.24403,21456.94022,22729.07552,26566.94758,25516.73358,22483.34848,22694.23243,22140.90639,19614.81157,19439.79855,20561.52149,24843.92577,28588.36368,29096.59256,30860.69576,35350.97743,38244.2922,34924.45517,35069.50969,39671.91268,37241.18439,39257.73989,40589.06727,34943.00595,35796.37979,37791.48357,,
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1184.679643,1280.593146,1410.582794,1469.403616,1466.506872,,
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,932.8880104,1053.908878,1148.147833,1264.858587,1391.793338,1489.39976,1751.485673,1961.656699,2244.686773,2399.379046,2655.987293,2852.512674,3053.171217,3214.229026,3392.539256,3501.193562,3669.938613,3841.025502,4147.571833,4149.783324,3985.87462,4213.546675,4075.903173,4196.46471,4389.756434,4367.848268,4868.134414,5166.995416,5638.079034,5939.241411,6024.604417,5881.839029,5495.586887,5521.798649,5739.851099,5853.033186,6220.774333,5330.288247,,
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2968.744059,3282.451545,3979.583635,5338.98822,5798.280843,6873.207073,7624.92595,8521.754583,10344.17545,11901.4259,11734.50368,9994.736988,9722.539057,9784.010764,9520.157309,10079.82419,14319.95997,17728.07665,18559.5237,17758.81943,21844.06188,21685.20578,23893.55432,22446.34592,24548.4526,29061.14334,29212.94209,26810.85496,27436.10121,27381.30847,24791.1467,24789.37571,26935.07655,32848.67474,38091.59747,40328.31992,43125.95105,47963.95498,52148.73368,47491.41352,47972.22347,51243.68428,48824.98488,51808.66797,53772.46741,45663.93317,45928.16138,48267.15649,,
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,343.9568778,406.8379706,458.2503275,554.7237277,666.3474858,712.709602,794.7285685,824.8817995,933.55606,1048.744591,1115.459727,1210.101013,1275.555661,1493.823422,694.7794842,849.5950928,781.540828,692.742068,860.89081,900.4624648,1222.844367,1415.693884,1562.513452,1740.608691,1921.698908,2103.859529,2281.464568,2434.983191,2430.034973,2605.855452,2717.75171,2828.428072,2097.337712,2154.124979,3551.606716,3695.119942,4175.26562,4677.230778,4662.709695,5124.048861,5391.451828,5578.791898,5591.836333,5820.547262,6050.893773,6243.745052,6457.617916,,
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,279.8078111,290.7316709,371.151398,451.1128529,596.3261467,703.8952692,754.7935333,867.2581649,1094.304009,1090.916909,1481.269058,1640.489046,1681.117651,1793.774623,1927.303465,2014.38001,2271.528968,2279.13443,1967.221108,1767.136449,1875.927216,1369.904868,1427.10976,1436.572086,1184.69323,1123.287797,1195.195971,1245.77276,1289.705948,1225.465138,1284.736096,1324.175212,1332.372361,1540.930006,1885.389668,2060.283856,2275.835831,2761.031849,3441.991222,2927.644462,3407.251171,3963.324724,4050.21111,4036.033684,4104.741582,3295.552583,3284.470252,3257.676874,,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,102.5485717,106.8253074,118.2230036,144.4737819,154.4657165,168.5051264,166.183384,187.8686161,178.1159358,189.9751236,214.3940136,229.4729886,243.3789673,252.7185672,270.887564,293.10245,286.6034725,268.8574952,306.2004897,333.6031455,347.8603633,379.600236,421.7071383,456.4566824,543.7754528,655.5266973,738.8294911,756.2211397,676.1795953,735.2021379,793.9686602,823.785234,914.906886,1021.566641,1154.153817,1307.97671,1558.912812,1943.209742,2376.978338,2623.086367,3079.502961,3628.05103,4104.644954,4456.283306,4784.11529,4983.319114,5077.518392,5388.259356,,
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,192.452123,203.2277372,218.572817,270.7712275,350.7311916,374.261612,393.8156111,428.6238072,463.2764244,517.9523638,635.0731114,712.0672751,675.1571674,660.5584367,644.1867771,654.025873,651.6065678,636.9484403,665.9140106,656.1072181,733.5937533,775.4388501,841.1477299,910.7841138,938.4385595,938.3303152,996.6799687,1051.900016,1029.206743,1058.097812,1110.856753,1082.109832,1036.481042,1123.711494,1270.325844,1443.894824,1632.96242,1919.06418,2108.104106,2053.630111,2456.324855,2679.274695,2769.036589,2788.64021,2872.394236,2801.019012,2829.008456,2965.485431,,
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,273.3129787,295.3730514,356.8163125,458.860916,511.7713853,550.7781593,593.6905453,695.0907532,868.416624,906.5404314,952.5148452,1033.117428,999.039217,1044.526547,1103.466023,1157.855847,1484.749339,1693.508637,2021.436614,2064.214359,2112.948079,2336.487703,2492.22819,2757.345562,3041.431708,3435.880854,3266.973725,3063.444009,2678.024293,2970.799547,3189.435411,2933.146086,2963.309951,3256.863971,3623.872647,3815.330983,4019.598915,4461.747222,5035.556785,5206.62057,6016.71024,6838.801654,7369.776352,7354.806193,7536.651294,7486.474962,7722.446626,8060.707439,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334.328286,1326.785536,1106.238463,1214.488184,1345.85758,1440.909049,1425.685539,1241.253041,1391.780019,1354.49394,1570.971396,1984.303478,2667.161759,3386.935495,4137.570744,5441.088683,6638.879195,5194.68943,6202.59984,7556.234032,7983.424416,8476.041364,7883.191452,6081.59648,5782.079176,6356.462035,,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1153.038025,1284.163553,1523.595603,1919.0516,2129.788876,2458.754637,2537.135334,2841.626027,3452.117278,4172.460788,4654.159506,4074.082084,3892.427281,3749.364652,3585.928847,3686.587728,5029.927892,6185.04884,6850.218339,6926.922711,8527.521178,8773.290697,9509.496994,8679.382499,9116.198989,10463.48593,10719.21027,10196.0128,10536.62147,10423.80529,9789.303556,9819.954751,10697.41381,13021.38922,15213.09023,16153.22611,17376.2365,20174.63163,21753.12256,19014.10057,19487.70232,21474.8635,20564.45316,21382.99572,21587.28744,18545.76693,18392.07536,19368.55265,,
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,434.1711252,399.6862528,448.3869114,521.1415862,828.3669979,980.4368841,1104.030845,1327.202889,1380.968913,1483.980877,1817.405243,2214.599695,1964.906793,1545.079878,1474.032139,1454.565537,1312.728829,1139.652808,993.2614928,1005.953748,1083.761395,1281.266932,1379.198651,1426.811274,1677.673339,1750.517696,1733.728177,1946.599549,1915.562212,1233.697507,1066.615497,1511.121215,1766.521922,1936.464881,2059.025339,2234.727498,2441.617319,2659.710853,3214.018207,3408.036821,3667.011472,4077.554469,4496.325158,4845.742869,5063.53433,5047.748914,4995.335753,5021.301255,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,220.039167,229.8477433,243.7725671,257.7944108,225.1215555,270.3187738,292.9191022,298.4871933,286.8710204,282.8146958,338.6681701,327.9624232,436.3167566,480.6822707,510.4289887,562.9772088,642.4289395,644.8685133,549.2743941,587.0755681,584.2603682,545.8134365,600.8256831,664.3341814,740.4409851,843.7765698,921.1151709,1075.046891,1173.660121,1198.27302,1285.921353,1268.973824,1112.879545,1012.761938,923.3107881,994.0048457,1177.063978,1427.305143,1700.643804,2029.266646,2258.173653,2310.599898,2746.79929,2776.147739,2906.62907,3247.258657,3209.408534,2166.637373,,
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1974.122265,2214.423916,2656.606498,3428.004649,3826.415341,4384.35634,4564.879001,5161.099317,6312.318817,7599.529435,8410.945538,7203.979193,6925.224943,6731.832506,6456.370945,6628.3707,9305.486257,11530.57041,12660.59626,12864.65082,16063.78008,16569.59151,18172.18709,16537.97714,17374.07776,20050.99827,20245.51451,18462.02827,18920.76391,18810.55717,17045.31602,17158.19098,18468.22313,22676.82585,26078.47292,26852.26715,28434.0405,32450.4257,35043.02392,31733.56369,31127.80063,33635.95396,31074.63034,32293.39686,32881.05409,28255.31989,28949.775,30563.1173,,
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.078565,205.9842537,219.2965481,258.5587146,257.0585333,284.292018,268.0156234,264.1827396,271.7772878,253.0266681,283.7920344,349.4516071,338.8507579,365.5316429,382.8849578,386.2649312,521.1136953,587.9966245,606.1772089,,,,,,,,
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1047.118071,1180.581795,1494.692028,1977.544127,2417.247873,2796.31276,2837.002624,3146.921359,3788.186881,4998.514748,5323.575749,4526.012287,4329.093036,3724.104204,3743.855287,3959.780043,5526.878495,7039.841099,8276.741415,9193.866565,11896.90853,12780.3944,13911.58139,11482.5405,11385.1868,13336.44068,13783.46096,12626.95937,13219.35866,13512.88029,12619.52616,13059.45057,14468.5804,18313.34008,21086.52013,22186.71756,23670.96341,26876.46607,29024.29303,26397.45391,25097.78781,25696.5583,23291.93435,23746.4106,24176.80532,21307.19485,22018.81966,23216.40826,,
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.052227,3745.003722,4409.952224,5881.500773,7260.135272,8609.488068,10333.65828,13299.43407,14508.7452,11730.98326,11363.22057,13769.5831,13933.11167,15517.39835,16405.54702,14215.92618,14834.53555,16641.88067,,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,180.6273713,176.9951139,202.936794,185.1138414,214.9154311,208.9196016,217.4040232,215.7628111,219.1976962,222.2586654,237.471054,171.2238905,139.2186988,96.255678,93.73361007,104.8706999,103.0776624,86.17662573,93.73354641,97.46995172,95.05495357,81.50600214,72.80117946,92.86845034,117.1982998,143.8181908,176.1021687,244.7556646,287.2979486,259.0775625,263.2960687,350.8441096,373.9222547,426.3832777,478.6696614,525.2034505,559.6358191,,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1650.797767,1851.423658,2216.23067,2852.183501,3178.181949,3658.812608,3816.401669,4291.632737,5214.663899,6266.594382,6921.669345,5946.968973,5691.33852,5515.608917,5307.565627,5449.474578,7634.827359,9432.716211,10347.09577,10525.26886,13095.73567,13472.83117,14746.1068,13355.29819,14131.6877,16389.94608,16648.8645,15251.19455,15681.41021,15587.83523,14223.86758,14395.19562,15571.626,19123.35539,21999.92514,22883.60662,24417.91643,28070.0882,30609.77566,27563.8527,27255.1735,29575.36137,27401.27155,28589.28003,29154.0195,25110.20074,25763.07762,27274.69482,29469.6127,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.3898423,453.9302069,509.0457501,595.9808391,673.8304699,831.778575,1077.741151,1029.061907,1164.22958,1255.942965,1407.756626,1399.321566,1446.662064,1329.859151,1259.951392,1329.657324,,
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2138.367802,2332.32075,2722.943424,3560.779491,4483.049366,5231.099147,5607.460951,5797.695504,6256.455197,7743.017555,9265.190116,8943.78415,8950.35596,8547.754645,8843.383678,9308.162934,12250.34461,15135.9734,18012.85375,19142.57943,22286.85394,19386.98736,16717.24663,13116.67257,15476.49919,20716.05342,20553.14595,20044.00899,21050.39395,21541.18719,20022.35835,20624.26914,22309.36331,26951.96123,31345.99306,32213.04534,34303.03406,39994.42696,43763.56603,38546.71448,37972.25819,41496.64912,38463.64398,40209.10777,40680.14281,34793.88528,35856.28545,37828.70754,,
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1682.368939,1684.629556,1537.148663,1431.987427,1473.95876,1423.638941,1599.213003,1436.591574,1345.29697,1432.281149,1569.336085,1615.964514,1766.196131,1873.628398,2016.428337,2218.585921,2393.707275,2286.207286,1767.39869,2046.649704,1866.84137,1799.053656,2063.076048,2550.425596,3030.045396,3383.699014,3267.444476,3638.616854,3736.864603,3067.434317,3221.781437,3701.906458,3856.430733,4203.783721,4309.357587,4256.053218,4564.770971,4802.264496,,
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2535.739122,2790.079785,3388.522846,4355.85277,4627.883782,5783.048614,5931.950113,6483.79457,8018.740647,9666.668115,10961.0802,9525.84856,8954.791556,8458.074782,7960.60804,8306.870202,11638.45215,14038.98664,15221.14371,15114.18765,18672.46805,18443.11386,20388.63705,19121.74285,20086.53573,23050.69389,23118.30783,20974.67122,21661.72485,21558.05544,19402.19837,19489.95111,20807.17371,25352.61143,29059.46936,29815.19373,31241.34843,35595.57423,38654.2053,34915.31018,34311.51773,37180.50512,34367.52343,35808.93088,36130.04873,30857.68707,31055.08234,32671.75509,,
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,405.3967789,456.8652126,502.7060494,877.947834,1129.457305,1720.616529,2851.367176,2361.410538,1726.902817,1246.183129,3174.692141,3641.038728,3556.232408,3006.30751,2843.723295,2485.640448,2673.291538,2204.948539,3015.494296,2663.755179,3029.344649,3219.911444,2959.922212,2011.82694,2112.17652,2320.572589,2415.490983,2306.519281,2500.811975,2254.555299,1752.419145,2310.127986,2611.439047,3155.044528,3136.083375,3657.487194,3675.791444,4052.069577,4545.540781,4511.575448,4586.303198,5198.685467,5137.811569,5457.049791,6221.228016,5205.043736,4987.601308,5008.441955,,
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2231.509206,2497.551631,2839.610273,3211.148463,3414.839169,4014.001148,3841.998583,4257.711283,5419.76648,6907.077603,8720.69332,8240.769456,7901.775047,7528.598261,7075.68941,7401.496027,9297.390967,11388.74771,13924.0773,13946.21503,16263.82988,16968.42554,17739.9124,15987.16279,17532.90361,19016.8438,20027.07902,22553.26005,24463.44844,24500.65599,24313.87193,23915.19989,26178.37005,30111.60841,35340.99567,37197.95888,38764.43592,44086.21356,40623.67475,33142.25854,33896.39243,36364.55421,36083.52447,36538.23564,39971.56127,37867.41769,34430.33556,34170.56251,,
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,808.2192841,629.1172736,698.3184075,721.9886568,763.8508436,898.2187851,1189.786164,1495.50982,1840.550157,2385.239219,2957.751708,2503.56777,2629.749165,3248.167037,3715.324807,3770.62996,3918.530407,3244.083932,3254.496728,3402.042232,,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,248.7536573,212.0403594,241.7060162,277.8346009,261.8732781,253.3926027,291.2583161,332.7614684,353.7872891,376.6645911,354.3913286,331.1880213,322.8430771,334.1581632,327.4673431,398.8140544,337.2537544,335.503142,332.5322596,364.5678016,401.6534492,374.0507489,319.5151315,276.6079178,321.5131925,333.524939,329.6073055,347.552952,360.8625343,217.728503,226.2857724,252.4646005,290.2201204,332.6016772,394.5406939,750.0742782,864.7932946,951.652213,826.4278455,979.1573751,1097.912407,1074.372276,1720.078371,1343.345689,1215.339261,1313.466412,1274.407415,,
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,274.4910058,292.0587864,335.1484161,324.213301,346.3629528,383.5257273,422.6065723,423.1455284,422.8594615,426.0129744,436.9019767,427.2515209,390.9319945,373.4760631,311.0180362,283.5409057,289.6408656,293.7642404,316.7956853,236.9684543,358.5854369,527.626678,533.7389432,482.3916257,482.9331043,453.9358318,509.1836497,564.5613293,598.9142287,585.4938164,564.3796016,688.9670615,,
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,315.9688995,277.9007818,265.5919518,240.1623049,210.5059289,292.1882466,236.5422832,261.5380186,267.4835064,247.2946008,253.9111476,579.8728745,576.1859161,587.7771126,561.597193,569.831692,595.7727168,538.7437167,543.3598584,511.7139479,473.9596512,398.6726646,312.4690984,249.5411538,299.9466638,310.227718,308.8933063,359.9451659,418.0622577,371.7559418,382.6464494,329.4699223,315.3486269,490.7854651,440.2281366,471.4339291,466.8052517,481.7816697,,
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,124.872894,180.9594288,188.8950939,184.2653546,152.6699865,170.7331604,137.1935952,171.2685172,157.1854477,199.734432,227.3895047,228.3161716,194.2180481,199.3664433,194.5123312,198.9298113,206.6845376,204.2525947,144.2943837,159.5484437,271.3925828,278.9166203,291.6152108,315.2995495,349.6902694,376.1632972,370.9884045,414.491352,494.954014,455.7860054,468.5635658,608.6364616,513.9147352,514.2014289,534.2212595,503.2994996,556.5555672,612.0552296,,
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,177.8451246,102.0101894,108.4174601,119.8961805,130.5439063,146.8666967,172.8127217,212.0223609,217.9839152,182.0951963,262.7999975,259.5917841,309.6590442,293.9867244,173.8867139,208.2256368,234.4610753,360.5158378,274.6325642,327.7819131,-42.33530021,,,,,-595.5183861,3031.626487,4437.014481,5150.880601,4961.2419,2673.790315,4332.751404,4414.894443,5661.202535,5695.645901,5358.267099,4877.51097,4686.987375,,
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1391.725195,1539.967353,1761.044371,2318.555739,2621.645178,2902.840326,3125.278722,3566.469309,4275.243214,5190.915127,5344.438388,4830.331398,5031.490385,4469.419832,4281.897679,4227.386048,4909.369234,5730.223046,6648.396508,6885.874868,8583.571853,9175.61261,10105.06728,9368.361253,9971.304291,11527.23777,12114.14704,11853.53404,11772.45017,11371.64366,10527.3549,10932.79994,12258.65129,15720.81018,18593.97523,19286.50032,20743.33504,23853.20836,26198.01014,24350.9624,21801.27771,20538.34572,18023.4111,17633.10925,18024.08806,15026.319,15012.87441,15780.2661,,
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,314.9735168,323.0661334,383.7446317,460.8709551,511.8744952,604.3779065,741.3400519,799.3951558,884.4615875,973.895285,1039.028103,1006.089637,1033.765151,1053.80276,1052.227181,755.1912771,723.431508,784.0405388,825.8096083,724.7358203,880.975207,957.7319556,1026.905048,1137.118206,1251.53926,1302.628114,1442.56602,1543.38866,1406.934268,1434.902982,1408.052923,1512.607661,1554.755157,1654.287409,1825.735828,1956.539606,2131.973218,2391.625763,2241.605074,2371.279229,2663.58655,2783.444775,2919.333964,3088.048684,3318.704176,3494.706279,3785.24574,,
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,663.1701029,596.5651484,482.9033017,484.1972103,422.537797,456.6613876,499.7297686,321.4640204,402.5957504,331.0541551,378.574628,279.9548851,345.7243461,473.5273002,592.8548566,689.6038549,838.4500033,867.4962249,851.2946104,810.4920117,867.8957125,857.8125832,871.7747986,904.4532378,968.3349283,1036.237775,1932.752038,2280.378466,2395.34208,2525.241874,2660.477005,2892.190453,3129.89846,3294.858972,3526.566854,3634.023146,3788.992968,3883.447421,,
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2469.033573,2702.392299,3097.179715,3719.690963,4068.313287,4485.413072,4837.15063,5426.795626,6473.821943,7263.717168,7949.466294,8003.08921,7931.00654,8081.76643,8418.0826,8799.259334,10640.64127,12261.51999,13784.04299,14189.57911,15764.84639,16485.81621,17583.02388,17504.06959,18658.39568,20568.85808,20661.73301,20238.71135,20320.13961,21136.0558,21366.26303,21084.40359,21780.02473,24298.48341,26945.41522,28228.50281,29654.37686,31991.13214,33243.43702,30890.99819,32362.93786,34800.11926,34842.72701,34996.37068,35696.59849,33564.64512,33890.7971,35277.74328,,
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,5330.27146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,243.4381368,258.9083265,282.6802969,309.3946318,330.0637702,377.4478006,451.8393278,814.4666819,892.7317888,962.1447403,954.4187922,952.6845118,988.0022361,1052.913707,1105.279742,1154.624195,1222.179026,1120.506647,999.0661831,862.441087,789.7902577,813.9387355,814.4903313,744.6391378,830.1793379,788.0636137,853.1201674,927.0328155,913.8823,982.8812177,1017.24482,1013.448819,1028.88072,1070.120875,1154.037634,1253.964507,1416.266773,1548.25097,1589.141473,1670.712868,1824.719078,1851.56913,1800.404869,1864.73682,1993.729212,2015.527168,2095.787502,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,327.849843,319.5988242,308.2286465,295.7097009,294.973619,299.591562,335.4153248,348.5210976,348.3327827,317.8716263,324.4976215,332.4586276,303.2876307,295.0934186,245.563263,269.7700293,289.2748238,293.0467723,306.6862278,302.8009722,306.9768979,281.5400055,291.4539805,315.7972854,349.061441,378.990527,424.4861936,484.6824287,567.8270502,569.1955247,590.9870782,638.2068414,662.8536992,694.0714793,753.409826,738.4409454,722.9614689,764.1393255,,
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4063.559593,4359.811462,4430.530248,4724.575288,4266.310642,3995.464942,4343.44104,5110.777542,6441.481239,7814.305827,8702.603844,9603.683708,11512.51624,13363.88733,11666.16853,11183.87985,11753.02288,10709.75988,11228.08565,11224.24342,9795.219646,9895.40733,10777.16762,,
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,231.5304524,242.669597,233.5873316,254.9588054,280.4783082,304.6148516,345.6020027,297.4870253,373.1441957,381.5162845,423.0372704,465.438875,297.5384666,244.3547479,278.6016357,351.9947095,358.4101524,404.9480922,443.076393,488.0344239,460.1063499,408.047906,384.6027085,320.5884251,375.6165911,447.747985,486.8191576,591.8022637,644.7178639,639.5411271,628.6312063,707.024054,731.853456,768.3036387,784.2359786,768.3050503,690.3305548,718.18376,,
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099.221558,3329.265698,3457.985867,3441.467804,3461.451306,3600.83059,3598.010099,3507.765139,4044.126414,5183.017727,6630.006248,8082.055847,8840.163432,8975.387308,10664.08347,12149.6318,10006.04094,10096.54244,10845.92469,9978.243936,10877.88343,11135.19449,9873.288292,10357.7211,11348.72838,,
